Sample,ASV10,ASV11,ASV14,ASV16,ASV17,ASV19,ASV2,ASV21,ASV22,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV5,ASV6,ASV7,ASV8,ASV9,Unassigned,X120,X263,X391,X491,Experiment,Shake,Media,Beads,Temp,Rep,Time,Day,Treatment
PMXC6_CR_Seed_Community,18872,3571,21114,3292,16598,22591,21082,20931,11795,4650,11360,18181,11318,19469,8809,8629,34123,18530,11276,12191,6117,18624,792,8953,17667,10542,10499,PMXC6,NA,CR,NA,NA,NA,OG,0,OG
PMXC6_R2A_Seed_Community,10671,2282,18053,2186,15406,10953,17807,9704,8653,2807,8308,12432,10091,9876,10226,5079,45786,13092,7510,8025,6067,13204,214,4563,10041,12175,5644,PMXC6,NA,R2A,NA,NA,NA,OG,0,OG
PMXC6.NS.CR.B.RT.REP1.T0,3931,6022,50328,3806,7585,4948,12300,1644,1207,297,1501,37744,29078,15556,16835,1821,104776,17989,942,783,4666,501,232,3049,3100,6925,6190,PMXC6,NS,CR,B,RT,REP1,T0,3,NSCRRTB
PMXC6.NS.CR.B.RT.REP2.T0,3348,5523,51388,3793,6943,4518,12934,1519,850,307,1612,26574,19307,17876,11562,2747,81786,13338,763,764,2556,457,192,1753,2618,4930,3292,PMXC6,NS,CR,B,RT,REP2,T0,3,NSCRRTB
PMXC6.NS.CR.B.RT.REP3.T0,3450,6030,45478,3130,8110,3688,10315,1032,784,272,1618,38536,20836,9190,6357,2095,44725,19934,444,570,4552,426,124,1625,3177,2823,2297,PMXC6,NS,CR,B,RT,REP3,T0,3,NSCRRTB
PMXC6.NS.CR.B.VT.REP1.T0,3615,6776,72215,5319,9989,4505,4861,614,1168,179,253,38085,18651,8210,9275,1765,62332,30071,690,173,4600,347,114,1014,1948,1799,3215,PMXC6,NS,CR,B,VT,REP1,T0,3,NSCRVTB
PMXC6.NS.CR.B.VT.REP2.T0,3239,6001,63199,5084,7197,4762,4202,488,812,155,529,41777,19843,9255,8580,2321,59404,31784,514,140,6318,325,145,1400,2962,2571,3312,PMXC6,NS,CR,B,VT,REP2,T0,3,NSCRVTB
PMXC6.NS.CR.B.VT.REP3.T0,4758,7941,71186,5058,8763,4653,4623,515,902,177,495,43306,17783,9057,6946,1706,59947,36757,523,195,5036,406,156,1175,2400,1905,2720,PMXC6,NS,CR,B,VT,REP3,T0,3,NSCRVTB
PMXC6.NS.CR.NB.RT.REP1.T0,6544,10081,81985,5691,13448,6617,18856,1326,1271,322,1915,51082,30057,21256,9885,3153,83533,46361,913,703,6559,590,214,2378,4037,3227,3489,PMXC6,NS,CR,NB,RT,REP1,T0,3,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP2.T0,6524,8721,69919,4266,8116,5927,16598,1198,1289,410,2100,50398,28995,16882,10960,2767,65103,32289,832,698,5481,637,224,2652,4643,3277,3541,PMXC6,NS,CR,NB,RT,REP2,T0,3,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP3.T0,5747,8760,61621,4445,8808,6261,14984,1050,1132,365,1584,37954,21158,14010,6259,2269,61603,34293,795,703,4728,591,145,2014,3290,2748,2886,PMXC6,NS,CR,NB,RT,REP3,T0,3,NSCRRTNB
PMXC6.NS.CR.NB.VT.REP1.T0,5448,11756,96238,6068,14633,7066,9657,979,2050,224,2218,55092,27619,11366,12250,2451,89693,70955,870,229,5502,645,190,2186,5636,2703,3448,PMXC6,NS,CR,NB,VT,REP1,T0,3,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP2.T0,4659,9826,65517,4400,10516,5449,6803,642,1334,210,1624,44349,21515,7845,7924,2306,58278,39989,541,263,4838,451,112,1578,3750,2226,3073,PMXC6,NS,CR,NB,VT,REP2,T0,3,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP3.T0,3826,9593,66038,4622,8067,5344,7191,663,1306,189,1913,45170,22823,8731,8872,2745,60104,45226,498,246,6007,505,173,2042,3646,2531,2863,PMXC6,NS,CR,NB,VT,REP3,T0,3,NSCRVTNB
PMXC6.NS.R2A.B.RT.REP1.T0,26447,3454,57526,1243,11587,6881,6477,1775,2191,398,1793,50576,25425,5378,6207,1590,49715,9036,827,2273,2052,780,137,2206,2940,1032,3456,PMXC6,NS,R2A,B,RT,REP1,T0,3,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP2.T0,34712,5497,77111,1908,15223,11377,9400,2522,3004,580,2967,58305,29925,5515,8231,2252,63172,9120,871,4487,2730,1121,374,3028,4237,1647,3736,PMXC6,NS,R2A,B,RT,REP2,T0,3,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP3.T0,41498,5530,74755,2118,18268,12538,11062,3382,3631,584,3679,77707,34479,6518,7370,2829,53025,16065,1020,3753,3752,1549,1218,3168,5459,1987,4045,PMXC6,NS,R2A,B,RT,REP3,T0,3,NSR2ARTB
PMXC6.NS.R2A.B.VT.REP1.T0,9903,2066,53847,1338,11041,5657,4447,2114,2757,436,2472,30726,14107,4306,11960,1092,73439,5811,1062,900,1558,661,192,1916,2203,1071,4371,PMXC6,NS,R2A,B,VT,REP1,T0,3,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP2.T0,16977,2568,98640,1953,18381,9779,9995,4193,4043,769,3463,44798,21090,8279,28397,2074,123902,8418,1701,1414,2664,1135,396,4514,4490,1909,6865,PMXC6,NS,R2A,B,VT,REP2,T0,3,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP3.T0,18702,5558,152271,2931,29844,9348,14812,6015,6387,1350,5161,58906,28902,8032,35750,1531,166850,14770,2500,2688,2916,1166,450,3163,4452,1280,13518,PMXC6,NS,R2A,B,VT,REP3,T0,3,NSR2AVTB
PMXC6.NS.R2A.NB.RT.REP1.T0,26880,3883,41267,1832,15829,10232,6670,2646,4644,560,3508,55991,30540,5431,6210,2275,46450,13044,816,3322,3054,1130,197,2897,4640,1633,4038,PMXC6,NS,R2A,NB,RT,REP1,T0,3,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP2.T0,23171,3512,33534,1526,14649,8541,5708,2281,4186,460,3106,50792,26616,4760,5293,1922,42367,10779,714,3192,2411,1004,206,2301,4105,1341,3229,PMXC6,NS,R2A,NB,RT,REP2,T0,3,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP3.T0,1471,177,2380,143,344,353,222,184,368,54,26,7359,4011,275,279,57,2892,653,31,212,98,21,38,109,131,109,472,PMXC6,NS,R2A,NB,RT,REP3,T0,3,NSR2ARTNB
PMXC6.NS.R2A.NB.VT.REP1.T0,12334,3856,69170,2478,14859,8992,5240,2814,3488,584,3283,47522,24350,4797,10037,1636,73592,14920,1176,2774,2104,684,397,2698,4036,1073,6295,PMXC6,NS,R2A,NB,VT,REP1,T0,3,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP2.T0.RS,675,277,4812,288,127762,85812,40611,366,188,54,36316,3046,3177,348,777,106,12533,762,83,213,82,70,5432,24994,24302,74,458,PMXC6,NS,R2A,NB,VT,REP2,T0,3,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP3.T0.RS,589,119,6983,117,91121,49982,26990,208,132,34,17101,2400,1624,293,933,67,8231,519,42,122,70,14,2425,16664,22805,40,626,PMXC6,NS,R2A,NB,VT,REP3,T0,3,NSR2AVTNB
PMXC6.S.CR.B.RT.REP1.T0,9583,85,12384,4537,5292,16165,37011,2489,1179,410,107,17872,24052,26986,78209,1773,57612,5225,2257,115,2762,206,542,3459,2363,20331,31944,PMXC6,S,CR,B,RT,REP1,T0,3,SCRRTB
PMXC6.S.CR.B.RT.REP2.T0,10054,601,45787,12619,15112,30363,46343,3921,1454,890,241,33504,29903,24177,73325,2264,63579,33416,4356,137,6175,289,590,7125,1472,5666,28717,PMXC6,S,CR,B,RT,REP2,T0,3,SCRRTB
PMXC6.S.CR.B.RT.REP3.T0,4986,712,37738,7968,13900,28957,21035,2164,1233,1130,450,19274,11662,15204,18824,1903,40328,33750,1689,80,5857,212,424,2909,527,2374,6937,PMXC6,S,CR,B,RT,REP3,T0,3,SCRRTB
PMXC6.S.CR.B.VT.REP1.T0,6389,474,39514,5973,18755,11106,6714,1589,1304,977,335,24585,9685,18054,21586,2169,53198,25890,2392,17,5024,128,435,4272,3253,1089,5324,PMXC6,S,CR,B,VT,REP1,T0,3,SCRVTB
PMXC6.S.CR.B.VT.REP2.T0,5816,528,25490,7022,12742,8940,5500,543,1318,480,110,28077,14465,12849,18310,3230,46699,21241,1736,2,11481,116,247,3737,1839,2681,8889,PMXC6,S,CR,B,VT,REP2,T0,3,SCRVTB
PMXC6.S.CR.B.VT.REP3.T0,7563,1315,51309,7124,24789,11602,7004,1262,1882,1488,510,41898,16829,19696,20884,2702,58509,45605,2423,26,10407,217,459,5522,3507,1749,6711,PMXC6,S,CR,B,VT,REP3,T0,3,SCRVTB
PMXC6.S.CR.NB.RT.REP1.T0,7716,707,39329,3518,10013,19637,17553,1928,1192,598,229,28483,11689,12268,16727,2246,47234,39364,1130,65,7173,250,323,2675,1352,2252,4340,PMXC6,S,CR,NB,RT,REP1,T0,3,SCRRTNB
PMXC6.S.CR.NB.RT.REP2.T0,8862,855,45980,4585,10917,22337,20483,2059,1345,593,321,38419,14524,13136,17211,2578,41018,52248,1576,71,9159,290,373,2846,1084,2690,4834,PMXC6,S,CR,NB,RT,REP2,T0,3,SCRRTNB
PMXC6.S.CR.NB.RT.REP3.T0,8289,754,40760,4449,7273,18540,18976,1752,980,515,262,28247,12477,13783,23120,2077,38408,42839,1466,58,6078,203,338,3053,1270,2307,5776,PMXC6,S,CR,NB,RT,REP3,T0,3,SCRRTNB
PMXC6.S.CR.NB.VT.REP1.T0,6024,1429,33022,5362,20465,9757,7014,2302,1395,623,527,39691,14719,15201,16559,4067,64853,37037,1353,38,9970,175,402,6256,3738,2390,6799,PMXC6,S,CR,NB,VT,REP1,T0,3,SCRVTNB
PMXC6.S.CR.NB.VT.REP2.T0,4788,1886,26604,6125,14688,12059,6434,1079,1273,680,536,29276,10503,10188,15084,2417,55874,48560,1269,22,7655,173,498,6484,5175,1568,3482,PMXC6,S,CR,NB,VT,REP2,T0,3,SCRVTNB
PMXC6.S.CR.NB.VT.REP3.T0,4307,1418,28844,4721,19293,7972,5014,1100,1365,374,300,31758,12535,14858,13610,2294,52253,36536,1174,19,7076,139,387,4173,3128,1760,4492,PMXC6,S,CR,NB,VT,REP3,T0,3,SCRVTNB
PMXC6.S.R2A.B.RT.REP1.T0,31298,2488,94333,3025,29229,10947,21412,2422,2988,546,2451,42773,21818,11498,29531,1319,111978,8003,1729,1208,2604,742,959,3424,3354,1797,11399,PMXC6,S,R2A,B,RT,REP1,T0,3,SR2ARTB
PMXC6.S.R2A.B.RT.REP2.T0,10949,1547,43950,2464,34575,6482,27831,2002,514,337,2726,14620,21567,8374,31689,414,190088,1625,632,926,862,864,223,2161,910,922,12389,PMXC6,S,R2A,B,RT,REP2,T0,3,SR2ARTB
PMXC6.S.R2A.B.RT.REP3.T0,6714,784,24144,3101,47100,7278,42936,1835,427,302,3020,6697,15637,8255,39360,349,202437,858,579,451,929,978,301,3060,976,881,15640,PMXC6,S,R2A,B,RT,REP3,T0,3,SR2ARTB
PMXC6.S.R2A.B.VT.REP1.T0,2520,1751,1199,2414,31303,13100,18825,640,489,955,1952,4857,14812,11802,43169,1016,161932,74,515,96,913,301,294,5236,1221,1882,28068,PMXC6,S,R2A,B,VT,REP1,T0,3,SR2AVTB
PMXC6.S.R2A.B.VT.REP2.T0,15940,3241,63803,2072,16131,9804,22191,1510,5123,600,2052,24864,16170,8251,25205,1454,89790,4138,1108,618,3727,421,774,4399,1533,1985,8173,PMXC6,S,R2A,B,VT,REP2,T0,3,SR2AVTB
PMXC6.S.R2A.B.VT.REP3.T0,6972,2078,34415,1605,19772,12688,24261,1043,1474,362,2326,8194,21583,10503,28913,621,155116,1524,513,243,1397,337,273,3407,993,805,11095,PMXC6,S,R2A,B,VT,REP3,T0,3,SR2AVTB
PMXC6.S.R2A.NB.RT.REP1.T0,16789,2575,45382,2088,19180,5504,7919,2078,3504,393,3400,25616,21455,10002,14521,729,145996,6605,619,1271,1178,703,478,2221,4040,1152,8006,PMXC6,S,R2A,NB,RT,REP1,T0,3,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP2.T0,11913,1906,31718,2730,20150,12814,10543,2115,2673,341,4734,24865,29904,9271,17403,911,148549,4922,800,928,1147,786,271,2585,3129,1604,17409,PMXC6,S,R2A,NB,RT,REP2,T0,3,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP3.T0,7586,844,22699,2276,25038,10871,8646,1529,1592,391,3113,15717,23725,8361,21625,767,113985,3696,619,502,1470,441,356,3459,1795,567,18242,PMXC6,S,R2A,NB,RT,REP3,T0,3,SR2ARTNB
PMXC6.S.R2A.NB.VT.REP1.T0,15313,2397,68263,3224,21710,9345,5335,2965,3441,678,2793,36408,18265,14343,17983,1208,123351,8392,1195,554,1733,283,768,3855,3422,1015,14839,PMXC6,S,R2A,NB,VT,REP1,T0,3,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP2.T0,3485,1840,19484,3152,25525,9812,3830,1176,1011,440,4004,10930,32531,11970,15493,572,210031,2471,749,581,1015,368,253,3499,1524,513,21251,PMXC6,S,R2A,NB,VT,REP2,T0,3,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP3.T0,516,792,1147,1016,18098,5242,1583,298,243,255,2330,2124,16436,7645,7563,515,182451,403,154,291,999,128,149,1943,954,754,16034,PMXC6,S,R2A,NB,VT,REP3,T0,3,SR2AVTNB
PMXC6.NS.CR.B.RT.REP1.T1,7442,8681,98921,3418,519,174,307,78,23,109,16,35134,9651,20376,7836,263,89966,31552,52,13,874,24,35,96,102,399,254,PMXC6,NS,CR,B,RT,REP1,T1,6,NSCRRTB
PMXC6.NS.CR.B.RT.REP2.T1,8880,9642,118449,3553,301,110,380,129,22,108,40,43255,10719,21415,8787,370,89581,34771,58,10,1216,27,23,135,154,368,253,PMXC6,NS,CR,B,RT,REP2,T1,6,NSCRRTB
PMXC6.NS.CR.B.RT.REP3.T1,4515,11437,119331,4506,1201,163,870,85,29,413,11,34589,9592,30900,8572,291,79559,32705,84,3,1237,44,25,126,103,351,321,PMXC6,NS,CR,B,RT,REP3,T1,6,NSCRRTB
PMXC6.NS.CR.B.VT.REP1.T1,51,0,5,0,0,0,0,0,0,0,0,2538,3798,0,741,233,896,345,0,0,136,0,25,0,0,1906,0,PMXC6,NS,CR,B,VT,REP1,T1,6,NSCRVTB
PMXC6.NS.CR.B.VT.REP2.T1,160,122,5766,599,223,347,207,91,49,624,29,37508,27646,4105,49032,142,208054,846,62,153,502,0,21,601,86,7865,1999,PMXC6,NS,CR,B,VT,REP2,T1,6,NSCRVTB
PMXC6.NS.CR.B.VT.REP3.T1,337,223,2114,303,40,86,186,0,0,585,0,23030,12313,2763,41890,142,109443,587,42,0,772,27,156,309,77,4572,878,PMXC6,NS,CR,B,VT,REP3,T1,6,NSCRVTB
PMXC6.NS.CR.NB.RT.REP1.T1,3400,4488,131909,2120,1063,352,998,189,26,210,104,36053,15318,41289,25609,554,101970,40683,61,10,855,27,168,322,728,1466,557,PMXC6,NS,CR,NB,RT,REP1,T1,6,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP2.T1,8268,8185,168081,3411,2985,551,2140,298,71,669,180,49250,16427,69694,31087,580,129992,59914,139,27,941,82,124,634,421,1875,737,PMXC6,NS,CR,NB,RT,REP2,T1,6,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP3.T1,7781,8984,113324,3232,3484,727,2332,191,63,381,295,26395,8678,32148,8232,301,70885,53738,83,30,703,38,101,255,284,338,769,PMXC6,NS,CR,NB,RT,REP3,T1,6,NSCRRTNB
PMXC6.NS.CR.NB.VT.REP1.T1,11,84,4626,160,275,62,29,0,0,76,0,14445,7811,919,4462,156,14097,1429,0,0,309,0,28,38,98,1992,84,PMXC6,NS,CR,NB,VT,REP1,T1,6,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP2.T1,22,336,10251,169,354,83,128,22,0,606,0,8525,4724,3365,4226,49,20073,3049,25,0,273,0,22,11,22,840,77,PMXC6,NS,CR,NB,VT,REP2,T1,6,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP3.T1,21,176,3356,460,151,64,166,18,0,289,0,25017,20192,4053,9215,97,60413,1241,6,25,563,0,7,39,59,1859,333,PMXC6,NS,CR,NB,VT,REP3,T1,6,NSCRVTNB
PMXC6.NS.R2A.B.RT.REP1.T1,21191,3455,128818,1061,5463,4870,3062,405,455,145,459,56389,41730,11432,9508,518,24326,4278,366,794,563,90,55,553,399,316,3056,PMXC6,NS,R2A,B,RT,REP1,T1,6,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP2.T1,30871,5695,211813,839,3724,1893,1780,856,420,105,323,46628,27625,10829,7868,293,70124,7231,329,2014,315,80,465,468,526,131,2782,PMXC6,NS,R2A,B,RT,REP2,T1,6,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP3.T1,24970,4513,162106,872,4637,2795,1675,607,541,132,337,56163,32126,8138,5732,340,17660,6486,254,1484,512,62,107,398,532,211,2288,PMXC6,NS,R2A,B,RT,REP3,T1,6,NSR2ARTB
PMXC6.NS.R2A.B.VT.REP1.T1,4876,2471,126406,786,12794,1114,1262,581,631,150,374,21198,10034,15911,13872,96,89576,6286,506,260,154,109,119,182,202,55,5106,PMXC6,NS,R2A,B,VT,REP1,T1,6,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP2.T1,6503,3869,195772,1199,14695,2173,1574,1133,955,178,705,33768,19496,14936,14437,159,150868,9358,986,414,181,269,226,327,395,115,5848,PMXC6,NS,R2A,B,VT,REP2,T1,6,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP3.T1,1458,1421,53233,1517,1429,1326,1548,406,292,588,324,10047,24842,14117,35641,172,219052,1953,63,110,187,177,524,300,134,173,4079,PMXC6,NS,R2A,B,VT,REP3,T1,6,NSR2AVTB
PMXC6.NS.R2A.NB.RT.REP1.T1,39500,7251,174062,1252,9302,3358,1546,968,1450,126,870,56603,28082,5427,2785,417,13578,17518,418,3053,429,167,176,499,1059,150,1990,PMXC6,NS,R2A,NB,RT,REP1,T1,6,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP2.T1,33646,3768,152886,1067,5814,2868,1940,1676,744,144,4352,19829,23392,10548,4389,425,60544,8835,461,2207,123,361,559,514,1348,483,2508,PMXC6,NS,R2A,NB,RT,REP2,T1,6,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP3.T1,30753,5748,149190,1264,9268,3331,1484,1066,1060,136,1326,35194,19979,6381,2709,331,30359,15372,432,2774,224,216,329,460,1125,163,2097,PMXC6,NS,R2A,NB,RT,REP3,T1,6,NSR2ARTNB
PMXC6.NS.R2A.NB.VT.REP1.T1,2792,2460,140373,926,5969,2488,1006,835,449,207,745,18929,18898,4037,7930,109,132020,7345,305,671,185,264,483,562,421,166,3209,PMXC6,NS,R2A,NB,VT,REP1,T1,6,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP2.T1,3942,3513,183104,1164,7000,1909,974,877,1056,141,702,38871,18204,6422,8616,243,156414,9689,645,1187,213,317,78,523,458,315,4642,PMXC6,NS,R2A,NB,VT,REP2,T1,6,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP3.T1,829,637,51895,827,939,851,377,97,164,79,215,7932,11807,1519,5143,65,61382,4308,142,107,34,119,193,281,86,53,2639,PMXC6,NS,R2A,NB,VT,REP3,T1,6,NSR2AVTNB
PMXC6.S.CR.B.RT.REP1.T1,6596,148,30527,3974,11895,10964,18349,231,374,965,0,14094,6513,17549,36673,350,48835,16464,1016,0,1375,10,259,1302,102,2836,5265,PMXC6,S,CR,B,RT,REP1,T1,6,SCRRTB
PMXC6.S.CR.B.RT.REP2.T1,6809,253,49187,5869,13740,17294,25729,181,666,944,0,14181,5595,20838,17769,321,65450,35636,1838,0,1910,38,162,1412,33,754,2956,PMXC6,S,CR,B,RT,REP2,T1,6,SCRRTB
PMXC6.S.CR.B.RT.REP3.T1,6484,143,31480,4603,11599,23622,46500,227,493,932,10,14940,9678,33658,79901,328,95767,22346,1431,13,1141,4,220,1420,39,3607,15007,PMXC6,S,CR,B,RT,REP3,T1,6,SCRRTB
PMXC6.S.CR.B.VT.REP1.T1,2856,0,899,4505,4908,3274,3522,6,353,223,0,15311,9994,23374,99363,2110,51775,798,133,0,1584,0,224,3048,226,2921,22733,PMXC6,S,CR,B,VT,REP1,T1,6,SCRVTB
PMXC6.S.CR.B.VT.REP2.T1,4688,27,4343,15919,7791,7807,10047,49,573,363,0,19486,6370,18898,64554,1048,92092,3842,731,0,1152,0,176,2709,571,1360,13017,PMXC6,S,CR,B,VT,REP2,T1,6,SCRVTB
PMXC6.S.CR.B.VT.REP3.T1,6018,27,1151,9605,3702,4667,6952,27,446,353,0,23055,10532,25246,105080,1515,97733,2613,346,0,1298,20,358,4495,715,2857,16306,PMXC6,S,CR,B,VT,REP3,T1,6,SCRVTB
PMXC6.S.CR.NB.RT.REP1.T1,4032,370,67944,2625,8836,20315,42748,131,618,1118,0,21651,7526,33560,33753,289,61860,51047,719,5,3344,9,581,2707,56,1560,3776,PMXC6,S,CR,NB,RT,REP1,T1,6,SCRRTNB
PMXC6.S.CR.NB.RT.REP2.T1,4365,243,53011,3974,6676,9813,22089,134,947,923,0,26193,8448,22086,17461,305,25573,61668,607,0,2766,0,245,2028,40,610,3412,PMXC6,S,CR,NB,RT,REP2,T1,6,SCRRTNB
PMXC6.S.CR.NB.RT.REP3.T1,3713,381,50147,2824,8004,14169,33128,65,727,659,0,23207,7172,23522,13153,512,39762,52480,670,0,4779,29,220,2853,100,752,1968,PMXC6,S,CR,NB,RT,REP3,T1,6,SCRRTNB
PMXC6.S.CR.NB.VT.REP1.T1,2794,896,49914,2626,20916,6337,12999,175,197,996,0,14316,5944,35494,37729,639,75241,31945,485,0,2341,0,340,3950,1021,1455,4535,PMXC6,S,CR,NB,VT,REP1,T1,6,SCRVTNB
PMXC6.S.CR.NB.VT.REP2.T1,2144,1207,62566,5920,20764,9716,16207,34,980,1108,11,23200,5799,33358,44530,730,75421,46303,1172,0,3888,52,393,5014,2446,796,4701,PMXC6,S,CR,NB,VT,REP2,T1,6,SCRVTNB
PMXC6.S.CR.NB.VT.REP3.T1,1798,1035,41312,4279,23479,6880,14650,50,1070,858,0,29423,8773,30123,17530,1221,56346,46886,828,0,4331,14,362,3245,1043,475,4351,PMXC6,S,CR,NB,VT,REP3,T1,6,SCRVTNB
PMXC6.S.R2A.B.RT.REP1.T1,24640,998,105080,869,21325,6254,15591,169,385,424,80,22416,13546,8531,17567,116,31702,3094,365,108,1314,43,133,243,142,209,4312,PMXC6,S,R2A,B,RT,REP1,T1,6,SR2ARTB
PMXC6.S.R2A.B.RT.REP2.T1,28135,1960,133298,1001,18172,5892,15579,263,164,429,92,23386,15923,9965,23214,112,48495,3609,358,242,1511,31,128,255,73,250,3498,PMXC6,S,R2A,B,RT,REP2,T1,6,SR2ARTB
PMXC6.S.R2A.B.RT.REP3.T1,25024,1162,134900,1092,20513,5521,22918,222,144,573,171,18355,15661,10023,25711,201,52043,3542,302,199,1212,12,578,268,24,254,4462,PMXC6,S,R2A,B,RT,REP3,T1,6,SR2ARTB
PMXC6.S.R2A.B.VT.REP1.T1,3124,1093,65527,728,19614,9294,22366,126,80,344,48,4529,15017,11472,30170,80,159794,999,136,22,649,58,254,554,28,92,4813,PMXC6,S,R2A,B,VT,REP1,T1,6,SR2AVTB
PMXC6.S.R2A.B.VT.REP2.T1,4086,1017,94116,709,18827,11875,14680,246,298,270,76,5645,12842,10992,27796,53,134045,1149,81,51,594,83,125,532,55,164,4620,PMXC6,S,R2A,B,VT,REP2,T1,6,SR2AVTB
PMXC6.S.R2A.B.VT.REP3.T1,7130,1181,88576,489,27762,7926,12547,325,281,244,74,7536,13169,14031,22773,123,133356,2114,109,18,1316,96,420,671,57,644,3067,PMXC6,S,R2A,B,VT,REP3,T1,6,SR2AVTB
PMXC6.S.R2A.NB.RT.REP1.T1,17090,2927,157609,1174,8671,6177,2108,617,1477,173,188,25661,32544,13812,32846,159,112884,7430,265,249,518,64,599,588,255,499,4193,PMXC6,S,R2A,NB,RT,REP1,T1,6,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP2.T1,8474,1240,82756,704,4143,5613,2736,439,554,103,135,9244,27559,8527,21074,151,109547,2986,154,229,273,59,514,651,352,124,2837,PMXC6,S,R2A,NB,RT,REP2,T1,6,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP3.T1,768,109,6303,240,1284,912,2018,28,19,0,40,986,17190,4091,16286,5,189144,317,55,129,169,69,88,792,0,133,2243,PMXC6,S,R2A,NB,RT,REP3,T1,6,SR2ARTNB
PMXC6.S.R2A.NB.VT.REP1.T1,590,150,1949,792,4631,2858,1907,172,121,296,277,4985,74564,13442,54145,232,268601,432,19,53,348,394,104,2108,248,556,26257,PMXC6,S,R2A,NB,VT,REP1,T1,6,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP2.T1,971,174,6207,947,5689,1237,1205,195,142,230,311,5970,46257,21629,23860,342,219784,1924,49,39,409,261,90,1948,162,474,17192,PMXC6,S,R2A,NB,VT,REP2,T1,6,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP3.T1,176,109,2210,180,4265,429,558,11,105,105,20,5221,38063,15494,31137,304,238185,326,46,0,1277,18,65,2141,321,325,5155,PMXC6,S,R2A,NB,VT,REP3,T1,6,SR2AVTNB
PMXC6.NS.CR.B.RT.REP1.T10,10,25,149457,0,0,0,0,0,0,0,0,16805,3417,36057,3517,81,51668,66135,0,0,0,0,1427,0,0,0,0,PMXC6,NS,CR,B,RT,REP1,T10,33,NSCRRTB
PMXC6.NS.CR.B.RT.REP2.T10,0,13,140071,0,0,0,0,0,0,0,0,18852,3226,36097,2738,22,59510,66876,0,0,0,0,329,0,0,5,0,PMXC6,NS,CR,B,RT,REP2,T10,33,NSCRRTB
PMXC6.NS.CR.B.RT.REP3.T10,0,24,133965,0,0,0,0,0,0,0,0,16573,2399,30218,2578,6,54843,68032,0,0,0,0,114,0,0,0,0,PMXC6,NS,CR,B,RT,REP3,T10,33,NSCRRTB
PMXC6.NS.CR.B.VT.REP1.T10,134,249,2203,0,228,0,0,0,0,201,0,7612,1191,4851,4157,58,15034,969,0,0,500,0,307,20,0,0,0,PMXC6,NS,CR,B,VT,REP1,T10,33,NSCRVTB
PMXC6.NS.CR.B.VT.REP2.T10,283,341,505,0,2599,627,367,0,0,10317,0,21877,4186,21171,13839,0,77834,1378,0,0,902,0,164,0,0,10129,1498,PMXC6,NS,CR,B,VT,REP2,T10,33,NSCRVTB
PMXC6.NS.CR.B.VT.REP3.T10,107,1368,5860,96,4246,946,732,0,0,6124,0,20863,3582,16076,19209,444,61642,5659,42,0,761,0,310,868,0,6483,457,PMXC6,NS,CR,B,VT,REP3,T10,33,NSCRVTB
PMXC6.NS.CR.NB.RT.REP1.T10,0,66,138541,0,0,0,0,0,0,0,0,18114,2723,33544,3213,5,62534,87116,0,0,875,0,127,0,0,0,0,PMXC6,NS,CR,NB,RT,REP1,T10,33,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP2.T10,0,43,134193,0,0,0,0,0,0,19,0,16235,2712,37350,1883,0,59285,72411,0,0,145,0,26,0,0,0,0,PMXC6,NS,CR,NB,RT,REP2,T10,33,NSCRRTNB
